end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2018,,,16,,camera,Safety tech central to Traffex SiB demonstrations,Opportunity,http://smarthighways.net/safety-tech-central-to-traffex-sib-demonstrations/,Northern Europe,,,"June, 22 2018 04:27:24","June, 18 2018 00:00:00",,United Kingdom,4,Technological,Industry News,"A new-style police camera will be on UK roads later this year: LASERcam 4, a mobile speed enforcement camera from Truvelo, combines class-leading laser speedmeter capabilities with high quality video to address a series of driving and criminal offences.",4
2045,,,6,,,"Sea level rise could threaten 300,000 US coastal homes, in the ""business-as-usual"" scenario",Threat,https://www.zmescience.com/ecology/sea-level-rise-homes-18062019/,Northern America,,,"June, 25 2018 02:41:17","June, 18 2018 00:00:00",,United States of America,3,,ZME Science,"310,000 US homes would be threatened by 2045, flooding as often as once every other week.",2
2018,,,12,Information Technology,artificial intelligence,Artificial Intelligence: Commission discusses ethical and social impact with philosophical and non-confessional organisations,Strength,http://europa.eu/rapid/press-release_IP-18-4160_en.htm,,,,"June, 24 2018 12:09:35","June, 18 2018 00:00:00",,,3,Technological,JRC website,Ethical guidelines on AI will be developed by the end of 2018.,4
2021,,,40,Energy,battery,Mustang,,http://www.mustangresources.com.au/irm/PDF/2773_0/ResearchReportUpdateByRBMilestoneGroup,,2017,2,"June, 25 2018 02:49:20","June, 18 2018 00:00:00",,,5,Social,,"According to Technavio, a market research firm, the vanadium redox battery is forecast to grow at a CAGR of 8.5% from 2017 to 2021 to reach US$139.21 million by 2021.",4
2022,,,40,,,Marketing Solution,,https://marketingsolution24.com/,World,,2,"June, 19 2018 00:45:57","June, 18 2018 00:00:00",,,5,,Marketing Solution,Global Solder Ball market will earn 294.74 million dollars by 2022.,4
2022,,,12,,,"Bedroom Furniture Market in Americas, APAC and EMEA Region 2018 to 2022",,https://thetechnicalprogress.com/2018/06/bedroom-furniture-market-in-americas-apac-and-emea-region-2018-to-2022/,World,2018,,"June, 19 2018 08:10:17","June, 18 2018 00:00:00",,,3,,Stanford Institute for Economic Policy Research,Research analysts forecast the Global Bedroom Furniture Market to grow at a CAGR of 3.53% during the period 2018-2022.,4
2022,,,60,,,"Qorvo Expands 5G Infrastructure Offerings, Launches GaN FEMs",,https://www.zacks.com/stock/news/307661/qorvo-expands-5g-infrastructure-offerings-launches-gan-fems,,,3,"June, 18 2018 05:56:00","June, 18 2018 00:00:00",,,5,,Zacks,The market for massive MIMO base station is projected to yield $1 billion by 2022 in RF solutions.,4
2021,,,20,Environment,pollution,Why Ghosn's Renault paycheck depends on EV sales,,http://www.autonews.com/article/20180618/COPY01/306189967/why-ghosns-renault-paycheck-depends-on-ev-sales,Europe,,,"June, 18 2018 13:03:52","June, 18 2018 00:00:00",,,5,Environmental,Automotive News,Most experts expect sales to surge in coming years in response to tighter pollution standards in Europe and Chinese government mandates.,4
2020,,,12,Financial services,pension,SPU 2016,,https://www.finance.gov.ie/wp-content/uploads/2018/06/180619-Summer-Economic-Statement-2018.pdf,,2017,,"June, 25 2018 02:04:22","June, 18 2018 00:00:00",,,3,Economic,,"Between 2017 and 2020, an average increase of approximately 21,000 additional UK pension recipients per annum is projected.",4
2020,,,20,Information Technology,internet of things,Statistics That Prove IoT will become Massive from 2018,,https://customerthink.com/statistics-that-prove-iot-will-become-massive-from-2018/,,2014,,"June, 21 2018 08:29:14","June, 18 2018 00:00:00",,,5,Technological,Customer Think,IoT usage in Industrial manufacturing is projected to grow from 2014's $472 B to $890 B in 2020.,4
2020,,,12,Support services,business,Why companies could be set for a flexible working revolution,,https://www.personneltoday.com/hr/companies-set-for-flexible-working-revolution/,,,,"June, 22 2018 03:54:53","June, 18 2018 00:00:00",,,3,Organization,Personnel Today,There will be a 40% increase in the proportion of large businesses who support flexible working within the next two years.,4
2028,,,12,Financial services,society,Contactless payment boom means cash is no longer king,,https://news.sky.com/story/contactless-payment-boom-means-cash-is-no-longer-king-11408425,Northern Europe,,,"June, 25 2018 04:36:47","June, 18 2018 00:00:00",,United Kingdom,4,Economic,Sky News,The UK is far from becoming a cash-less society as notes and coins will easily remain in second place over the next decade.,3
2025,,,40,,,"Pavers for Building Market 2018 SWOT Analysis, Trends and Future Opportunities by 2025",,https://www.satprnews.com/2018/06/18/pavers-for-building-market-2018-swot-analysis-trends-and-future-opportunities-by-2025/,World,,2,"June, 18 2018 08:36:30","June, 18 2018 00:00:00",,,5,,satprnews,The global Pavers for Building market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
2029,,,8,Energy,nuclear power,"Climate Change News - June 18, 2018",Threat,http://www.eesi.org/newsletters/view/climate-change-news-june-18-2018,Northern America,2020,,"June, 25 2018 00:47:48","June, 18 2018 00:00:00",,United States of America,4,Environmental,Newsletter,More than half of the United States '99 nuclear reactors are in danger of closing within the next decade.,2
2028,,,12,Energy,power,Asian Pacific Biomass,,https://www.hawkinswright.com/bioenergy/asian-pacific-biomass,Eastern Asia,,,"June, 18 2018 07:33:13","June, 18 2018 00:00:00",,China,4,Political,GAVS TECHNOLOGIES,South Korea and potentially China will see a rapid expansion in biomass-fired power and CHP generation over the next decade.,3
2023,,,48,Financial services,blockchain,"The global FinTech blockchain market size is expected to grow from USD 370.3 million in 2018 to USD 6,228.2 million by 2023, at a Compound Annual Growth Rate (CAGR) of 75.9%",,https://www.prnewswire.com/news-releases/the-global-fintech-blockchain-market-size-is-expected-to-grow-from-usd-370-3-million-in-2018-to-usd-6-228-2-million-by-2023--at-a-compound-annual-growth-rate-cagr-of-75-9-300667740.html,World,2018,2,"June, 25 2018 01:09:53","June, 18 2018 00:00:00",,,6,Economic,Cision,"The global FinTech blockchain market size is expected to grow from USD370.3 million in 2018 to USD 6,228.2 million by 2023.",4
2023,,,12,Energy,oil,"Essential Oil Market 2018 by Current & Upcoming Trends - wistv.com - Columbia, South Carolina",,http://www.wistv.com/story/38444822/essential-oil-market-2018-by-current-upcoming-trends,,2017,,"June, 21 2018 01:00:31","June, 18 2018 00:00:00",,,3,Industries,wistv,Fragrance and flavor continue to dominate the essential oil market with more than 40% market share and aromatherapy will witness the higher growth rate during forecast period 2017 to 2023.,4
2023,,,48,Energy,solar power,Expert Consulting,,https://theexpertconsulting.com/,South-Eastern Asia,,2,"June, 19 2018 00:46:22","June, 18 2018 00:00:00",,,6,Industries,Expert Consulting,Southeast Asia Solar Shading Systems market is expected to reach 117 million USD by 2023.,4
2023,,,12,Aerospace & defence,technology,"Qorvo Expands 5G Infrastructure Offerings, Launches GaN FEMs",Opportunity,https://www.zacks.com/stock/news/307661/qorvo-expands-5g-infrastructure-offerings-launches-gan-fems,,,,"June, 18 2018 05:56:01","June, 18 2018 00:00:00",,,3,Political,Zacks,The RF GaN devices market for defense applications is expected to grow at a CAGR of 24% over the next five years due to the impressive adoption rate of GaN which is likely to outpace other technology variants.,4
2030,,,12,,population,Colorado's Taxpayer Bill of Rights Should Be a Model for the Nation,,https://fee.org/articles/colorado-s-taxpayer-bill-of-rights-should-be-a-model-for-the-nation/,,,,"June, 22 2018 03:53:51","June, 18 2018 00:00:00",,,3,Social,fee,"By 2030, Colorado's population will grow from 5 million to 7 million people.",4
2035,,,12,Energy,nuclear power,"No title could be extracted, please add manually",,http://orbit.dtu.dk/files/134031054/NSON_DK_WP2_D2.1.Ed1_Final_ver02.pdf,Western Europe,,,"June, 18 2018 08:10:17","June, 18 2018 00:00:00",,Belgium,4,Environmental,Per Dannemand Andersen & Birgitte Rasmussen,"In Belgium, Germany nuclear power plants are expected to be phased-out by 2035 in accordance with both the German nuclear phase-out decision and the Belgium plans.",3
2018,,,10,Manufacturing,production,OPEC Aims for Modest Output Hike to Overcome Iran's Dissent,Strength,https://www.rigzone.com/news/wire/opec_aims_for_modest_output_hike_to_overcome_irans_dissent-18-jun-2018-155971-article/,South America,,,"June, 19 2018 17:37:55","June, 18 2018 00:00:00",,Iran,5,Industries,Rigzone,"The prospect of binding Russia, the world's largest exporter after Saudi Arabia, more closely to OPEC might help persuade Iran and Venezuela to back higher production in the second half of the year.",2
2019,,,12,Information Technology,virtual reality,Defence sector to embrace blockchain technology,Opportunity,https://www.defenceconnect.com.au/intel-cyber/2439-defence-sector-to-embrace-blockchain-technology,,,,"June, 19 2018 13:06:35","June, 18 2018 00:00:00",,,3,Social,Defence Connect,Fifty-seven per cent will invest in augmented reality and virtual reality in the next year.,4
2048,,,9,,,Demographics and Long Run Growth,,http://bruegel.org/2018/06/demographics-and-long-run-growth/,World,2018,,"June, 18 2018 12:30:10","June, 18 2018 00:00:00",,,3,,Bruegel,"Thirty years from now, the global labor force will look very different, as working age populations in many countries, especially in advanced economies, start to shrink.",3
2019,,,16,Financial services,recession,Economist who helped discover predictive powers of bond market says there's no sign of recession right now,Threat,https://www.cnbc.com/2018/06/18/economist-says-theres-no-signs-of-recession-right-now.html,,,,"June, 24 2018 00:49:29","June, 18 2018 00:00:00",,,4,Political,CNBC ,The Fed will tighten too much and tip that curve into recession territory sometime next year.,4
2048,,,8,Environment,sea,"Sea level rise could threaten 300,000 US coastal homes, in the ""business-as-usual"" scenario",,https://www.zmescience.com/ecology/sea-level-rise-homes-18062019/,Northern America,,,"June, 25 2018 02:41:17","June, 18 2018 00:00:00",,United States of America,4,Environmental,ZME Science,"Within the next 30 years, sea level rise could have dramatic consequences for US coastal communities.",2
2018,,,12,,,EnergyTrend Predicts New China Solar Policy To Cut Global Solar To 95 Gigawatts In 2018,Opportunity,https://cleantechnica.com/2018/06/18/energytrend-predicts-new-china-solar-policy-to-cut-global-solar-to-95-gigawatts-in-2018/,Europe,,,"June, 25 2018 04:04:40","June, 18 2018 00:00:00",,Australia,3,,CleanTechnica,"EnergyTrend expects Europe, South America, and Australia to all experience increased demand this year, while India will also see growth but will be impacted by uncertainties in policy and investment.",4
2022,,,16,Mining,robot,Global Robotics Market in Mining Industry 2018-2022,,https://www.prnewswire.com/news-releases/global-robotics-market-in-mining-industry-2018-2022-300667768.html,World,2018,,"June, 24 2018 03:45:41","June, 18 2018 00:00:00",,,4,Social,Cision,Technavio's analysts forecast the Global robotics market in mining industry to grow at a CAGR of 27.01% during the period 2018-2022.,4
2022,,,40,,,Marketing Solution,,https://marketingsolution24.com/,World,,2,"June, 19 2018 00:45:56","June, 18 2018 00:00:00",,,5,,Marketing Solution,Global Portable Evaporative Air Cooler market will reach 441.79 million USD by 2022.,4
2022,,,72,Food & agriculture,farming,Expert Consulting,,https://theexpertconsulting.com/,World,,3,"June, 19 2018 00:46:23","June, 18 2018 00:00:00",,,6,Environmental,Expert Consulting,Global Vertical Farming market is expected to reach 5.90 billion USD by 2022.,4
2022,,,60,,,Near Field Commerce - A Rising Trend for e-Commerce After O2O,,http://ineighbour.blogspot.com/2018/06/near-fieldcommerce-rising-trend-for-e.html,World,,3,"June, 18 2018 00:49:55","June, 18 2018 00:00:00",,,5,,i-Neighbour is a smart community system developed by TimeTec Cloud,"The global E-Commerce Logistics market is expected to garner $535,895 million by 2022.",4
2021,,,12,Construction,infrastructure,Why Cybersecurity and API Management are the Next Frontiers in Vehicle Safety,,https://application-management.cioreview.com/cxoinsight/why-cybersecurity-and-api-management-are-the-next-frontiers-in-vehicle-safety-nid-24867-cid-119.html,,,,"June, 18 2018 12:29:18","June, 18 2018 00:00:00",,,3,Technological,CIOReview,"Over the next few years, in-car telematics will expand even further to include early implementations of vehicle infrastructure integration.",4
2020,,,16,,industry,"Pyrrolidone Market Research by Key players, Type and Application, Future Growth to 2020",,https://www.military-technologies.net/2018/06/18/pyrrolidone-market-research-by-key-players-type-and-application-future-growth-to-2020-3/,World,2014,,"June, 25 2018 04:36:03","June, 18 2018 00:00:00",,,4,Industries,Miltech,Development of the end-use industries of pyrrolidone in Asia Pacific is predicted to make it the fastest developing region in the global pyrrolidone market from 2014 through 2020.,4
2020,,,12,Telecoms,5G,O2 Dismisses the Notion of Pre-2020 5G as '5G Lite',Opportunity,http://www.gizmodo.co.uk/2018/05/o2-dismisses-the-notion-of-pre-2020-5g-as-5g-lite/,,,,"June, 18 2018 07:21:21","June, 18 2018 00:00:00",,,3,Technological,Gizmodo UK,"A 5G launch before 2020 will lack certain capabilities (e.g. super low latency, vehicle communications for autonomous driving, enhanced security).""",4
2020,,,20,Information Technology,internet of things,Statistics That Prove IoT will become Massive from 2018,,https://customerthink.com/statistics-that-prove-iot-will-become-massive-from-2018/,,,,"June, 21 2018 08:29:15","June, 18 2018 00:00:00",,,5,Technological,Customer Think,$23.7 B will be spent on IoT Analytics expenditure by the year 2020.,4
2025,,,48,Food & agriculture,beverage,"Powdered Milk Tea Beverage Sales Market 2018-2025 Key Players, Statistics, Demand and Growth Analysis",,https://www.military-technologies.net/2018/06/18/powdered-milk-tea-beverage-sales-market-2018-2025-key-players-statistics-demand-and-growth-analysis/,World,,2,"June, 25 2018 03:59:32","June, 18 2018 00:00:00",,,6,Industries,Miltech,The global Powdered Milk Tea Beverage market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
